monolith_path,resolution_type,target_service,kong_route_name,kong_match_path,upstream_path,effort,notes
/api/v1/residential/money-counts,KONG_ALIAS,residential-service,residential-legacy-alias,/api/v1/residential,/api/v1/residences,LOW,Path rename
/api/v1/residential/orientation,KONG_ALIAS,residential-service,residential-legacy-alias,/api/v1/residential,/api/v1/residences,LOW,Path rename
/api/v1/residential/serious-occurrences,KONG_ALIAS,residential-service,residential-legacy-alias,/api/v1/residential,/api/v1/residences,LOW,Path rename
/api/v1/residential/training-hub,KONG_ALIAS,residential-service,residential-legacy-alias,/api/v1/residential,/api/v1/residences,LOW,Path rename
/api/v1/residential/ws-health,KONG_ALIAS,residential-service,residential-legacy-alias,/api/v1/residential,/api/v1/residences,LOW,Path rename
/api/v1/routes,NEEDS_ANALYSIS,TBD,,,,HIGH,Segment: routes - requires manual analysis
/api/v1/schedule,NEEDS_ANALYSIS,TBD,,,,HIGH,Segment: schedule - requires manual analysis
/api/v1/security,KONG_ROUTE,security-monitoring-service,security-api,/api/v1/security,/api/v1/security,MEDIUM,Security monitoring
/api/v1/session,NEEDS_ANALYSIS,TBD,,,,HIGH,Segment: session - requires manual analysis
/api/v1/shadow-analytics,NEEDS_ANALYSIS,TBD,,,,HIGH,Segment: shadow-analytics - requires manual analysis
/api/v1/shift-handoffs,NEEDS_ANALYSIS,TBD,,,,HIGH,Segment: shift-handoffs - requires manual analysis
/api/v1/support,KONG_ROUTE,agency-service,support-api,/api/v1/support,/api/v1/support-tickets,LOW,Support ticket endpoints
/api/v1/support/help-center,KONG_ROUTE,agency-service,support-api,/api/v1/support,/api/v1/support-tickets,LOW,Support ticket endpoints
/api/v1/system,NEEDS_ANALYSIS,TBD,,,,HIGH,Segment: system - requires manual analysis
/api/v1/tasks,NEEDS_ANALYSIS,TBD,,,,HIGH,Segment: tasks - requires manual analysis
/api/v1/timesheets,NEEDS_ANALYSIS,TBD,,,,HIGH,Segment: timesheets - requires manual analysis
/api/v1/ui,NEEDS_ANALYSIS,TBD,,,,HIGH,Segment: ui - requires manual analysis
/api/v1/uploads,NEEDS_ANALYSIS,TBD,,,,HIGH,Segment: uploads - requires manual analysis
